元コード,コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,標準品質,主たる倉庫,倉庫名,発注連動,分類１,分類１名,分類２,分類２名,分類３,分類３名,分類４,分類４名,分類５,数単位,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,評価下原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
 99263YX,5/099263YX,生機: 99263YX,ｷﾊﾞﾀ 99263YX,反,0.02,TA61/R28/P11,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99264YX,5/099264YX,生機: 99264YX,ｷﾊﾞﾀ 99264YX,反,0.02,TA87/P13,50M,138,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99265YX,5/099265YX,生機: 99265YX,ｷﾊﾞﾀ 99265YX,反,0.02,TA66/CU21/P13,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99276YX,5/099276YX,生機: 99276YX,ｷﾊﾞﾀ 99276YX,反,0.02,TA67/P33,50M,137,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99278YX,5/099278YX,生機: 99278YX,ｷﾊﾞﾀ 99278YX,反,0.02,P57/TA43,50M,127,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99281YX,5/099281YX,生機: 99281YX,ｷﾊﾞﾀ 99281YX,反,0.02,P53/TA47,50M,127,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99282YX,5/099282YX,生機: 99282YX,ｷﾊﾞﾀ 99282YX,反,0.02,TA67/P33,50M,138,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99284YX,5/099284YX,生機: 99284YX,ｷﾊﾞﾀ 99284YX,反,0.02,P53/TA47,50M,128,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99287YX,5/099287YX,生機: 99287YX,ｷﾊﾞﾀ 99287YX,反,0.02,P53/TA47,50M,124,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99336JX,5/099336JX,生機: 99336JX,ｷﾊﾞﾀ 99336JX,反,0.02,TA49/P38/C13,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99337JX,5/099337JX,生機: 99337JX,ｷﾊﾞﾀ 99337JX,反,0.02,P40/TA37/C14/R9,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99338JX,5/099338JX,生機: 99338JX,ｷﾊﾞﾀ 99338JX,反,0.02,TA36/P35/C24/R5,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99347LX,5/099347LX,生機: 99347LX,ｷﾊﾞﾀ 99347LX,反,0.02,P72/TA28,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99349LA,5/099349LA,生機: 99349LA,ｷﾊﾞﾀ 99349LA,反,0.02,P72/TA28,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,表示する,
 99366LX,5/099366LX,生機: 99366LX,ｷﾊﾞﾀ 99366LX,反,0.02,TA100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99382YX,5/099382YX,生機: 99382YX,ｷﾊﾞﾀ 99382YX,反,0.02,TA67/P33,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99405JA,5/099405JA,生機: 99405JA,ｷﾊﾞﾀ 99405JA,反,0.02,C74/P26,50M,85,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99489YA,5/099489YA,生機: 99489YA,ｷﾊﾞﾀ 99489YA,反,0.02,P64/TA36,50M,151,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99508LA,5/099508LA,生機: 99508LA,ｷﾊﾞﾀ 99508LA,反,0.02,TA75/P25,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99518YX,5/099518YX,生機: 99518YX,ｷﾊﾞﾀ 99518YX,反,0.02,TA64/P36,50M,145,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99519LX,5/099519LX,生機: 99519LX,ｷﾊﾞﾀ 99519LX,反,0.02,TA64/P36,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99525YX,5/099525YX,生機: 99525YX,ｷﾊﾞﾀ 99525YX,反,0.02,P69/TA31,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99559YA,5/099559YA,生機: 99559YA,ｷﾊﾞﾀ 99559YA,反,0.02,TA56/P29/L15,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99617LX,5/099617LX,生機: 99617LX,ｷﾊﾞﾀ 99617LX,反,0.02,P69/R31,50M,151,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99656LA,5/099656LA,生機: 99656LA,ｷﾊﾞﾀ 99656LA,反,0.02,TA54/P46,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99660EX,5/099660EX,生機: 99660EX,ｷﾊﾞﾀ 99660EX,反,0.033333333,P64/TA36,30M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,60,50,42.9,37.5,33.3,30,30,30,30,,,,,,,,,,
 99662YX,5/099662YX,生機: 99662YX,ｷﾊﾞﾀ 99662YX,反,0.02,TA52/P48,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
123127VK,5/123127VK,生機:123127VK,ｷﾊﾞﾀ123127VK,反,0.02,TA67/P33,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
124743YX,5/124743YX,生機:124743YX,ｷﾊﾞﾀ124743YX,反,0.02,TA71/P29,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
126793BX,5/126793BX,生機:126793BX,ｷﾊﾞﾀ126793BX,反,0.02,TA90/P10,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
126793VX,5/126793VX,生機:126793VX,ｷﾊﾞﾀ126793VX,反,0.02,TA90/P10,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
126947HX,5/126947HX,生機:126947HX,ｷﾊﾞﾀ126947HX,反,0.02,TA55/R45,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
127984YX,5/127984YX,生機:127984YX,ｷﾊﾞﾀ127984YX,反,0.02,TA53/L47,50M,158,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
128006VX,5/128006VX,生機:128006VX,ｷﾊﾞﾀ128006VX,反,0.02,TA58/R42,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
128097ZX,5/128097ZX,生機:128097ZX,ｷﾊﾞﾀ128097ZX,反,0.02,R51/W28/TA19/PU2,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
128329HX,5/128329HX,生機:128329HX,ｷﾊﾞﾀ128329HX,反,0.02,TA58/CU31/P11,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
135211YX,5/135211YX,生機:135211YX,ｷﾊﾞﾀ135211YX,反,0.02,P96/R4,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
165377CX,5/165377CX,生機:165377CX,ｷﾊﾞﾀ165377CX,反,0.02,P100,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
170002ZX,5/170002ZX,生機:170002ZX,ｷﾊﾞﾀ170002ZX,反,0.02,TA51/W31/R18,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
171031ZX,5/171031ZX,生機:171031ZX,ｷﾊﾞﾀ171031ZX,反,0.02,R59/P41,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
181254BX,5/181254BX,生機:181254BX,ｷﾊﾞﾀ181254BX,反,0.02,P58/C42,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
182005ZX,5/182005ZX,生機:182005ZX,ｷﾊﾞﾀ182005ZX,反,0.02,CU62/P38,50M,145,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
280166HX,5/280166HX,生機:280166HX,ｷﾊﾞﾀ280166HX,反,0.02,R56/P44,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
290017YX,5/290017YX,生機:290017YX,ｷﾊﾞﾀ290017YX,反,0.019417476,N48/C48/PU4,51.5M,125,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,103,86,73.6,64.4,57.2,51.5,51.5,51.5,51.5,,,,,,,,,,
290102YX,5/290102YX,生機:290102YX,ｷﾊﾞﾀ290102YX,反,0.02,N43/R32/P25,50M,141,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
731011YX,5/731011YX,生機:731011YX,ｷﾊﾞﾀ731011YX,反,0.02,TA47/RA33/P20,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
731015YX,5/731015YX,生機:731015YX,ｷﾊﾞﾀ731015YX,反,0.02,P52/TA48,50M,120,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
741031YX,5/741031YX,生機:741031YX,ｷﾊﾞﾀ741031YX,反,0.02,TA70/P30,50M,150,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
ED9260R,5/ED9260R,生機:ED9260R,ｷﾊﾞﾀED9260R,反,0.02,P100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
TX2978,5/TX2978,生機:TX2978,ｷﾊﾞﾀTX2978,反,0.02,P100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 97624HA,5/097624HA,生機: 97624HA,ｷﾊﾞﾀ 97624HA,反,0.02,TA76/P24,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 97624LB,5/097624LB,生機: 97624LB,ｷﾊﾞﾀ 97624LB,反,0.02,TA76/P24,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 97961LB,5/097961LB,生機: 97961LB,ｷﾊﾞﾀ 97961LB,反,0.02,P69/R26/N5,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 97980HX,5/097980HX,生機: 97980HX,ｷﾊﾞﾀ 97980HX,反,0.02,P82/R18,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98323YB,5/098323YB,生機: 98323YB,ｷﾊﾞﾀ 98323YB,反,0.02,TA59/P41,50M,130,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98355BX,5/098355BX,生機: 98355BX,ｷﾊﾞﾀ 98355BX,反,0.02,P64/R36,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98849JX,5/098849JX,生機: 98849JX,ｷﾊﾞﾀ 98849JX,反,0.02,TA45/R24/P22/C9,50M,132,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98902LA,5/098902LA,生機: 98902LA,ｷﾊﾞﾀ 98902LA,反,0.02,P55/R45,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99020YX,5/099020YX,生機: 99020YX,ｷﾊﾞﾀ 99020YX,反,0.02,R69/P31,50M,138,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
127414JA,5/127414JA,生機:127414JA,ｷﾊﾞﾀ127414JA,反,0.02,TA72/P28,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158756VB,5/158756VB,生機:158756VB,ｷﾊﾞﾀ158756VB,反,0.02,TA66/P25/C9,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
159382YA,5/159382YA,生機:159382YA,ｷﾊﾞﾀ159382YA,反,0.02,C65/P35,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
170027YX,5/170027YX,生機:170027YX,ｷﾊﾞﾀ170027YX,反,0.02,P42/CU31/C27,50M,125,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,I,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 94255LB,5/094255LB,生機: 94255LB,ｷﾊﾞﾀ 94255LB,反,0.02,S74/N26,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 95813HX,5/095813HX,生機: 95813HX,ｷﾊﾞﾀ 95813HX,反,0.02,C68/P32,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98377YX,5/098377YX,生機: 98377YX,ｷﾊﾞﾀ 98377YX,反,0.02,TA58/P42,50M,145,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 99446LA,5/099446LA,生機: 99446LA,ｷﾊﾞﾀ 99446LA,反,0.02,P70/R30,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158064YB,5/158064YB,生機:158064YB,ｷﾊﾞﾀ158064YB,反,0.02,P100,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158203VX,5/158203VX,生機:158203VX,ｷﾊﾞﾀ158203VX,反,0.02,P68/C32,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158641ZX,5/158641ZX,生機:158641ZX,ｷﾊﾞﾀ158641ZX,反,0.02,P100,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158880YA,5/158880YA,生機:158880YA,ｷﾊﾞﾀ158880YA,反,0.02,TA77/P17/C6,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
158882ZA,5/158882ZA,生機:158882ZA,ｷﾊﾞﾀ158882ZA,反,0.02,TA66/C18/P16,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
159022HX,5/159022HX,生機:159022HX,ｷﾊﾞﾀ159022HX,反,0.02,P92/C8,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
159327LX,5/159327LX,生機:159327LX,ｷﾊﾞﾀ159327LX,反,0.02,P74/TA22/C4,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
159373LA,5/159373LA,生機:159373LA,ｷﾊﾞﾀ159373LA,反,0.02,P100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,20,,K,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
113706BX,5/113706BX,生機:113706BX,ｷﾊﾞﾀ113706BX,反,0.02,P98/N2,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
113856YF,5/113856YF,生機:113856YF,ｷﾊﾞﾀ113856YF,反,0.02,P100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
135426LD,5/135426LD,生機:135426LD,ｷﾊﾞﾀ135426LD,反,0.02,P90/N10,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
135688YX,5/135688YX,生機:135688YX,ｷﾊﾞﾀ135688YX,反,0.02,P99/N1,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 97903GX,5/097903GX,生機: 97903GX,ｷﾊﾞﾀ 97903GX,反,0.02,R67/TA33,50M,130,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,M,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 98198HX,5/098198HX,生機: 98198HX,ｷﾊﾞﾀ 98198HX,反,0.02,P100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,M,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
124614ZX,5/124614ZX,生機:124614ZX,ｷﾊﾞﾀ124614ZX,反,0.02,TA71/P29,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,M,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
126430HA,5/126430HA,生機:126430HA,ｷﾊﾞﾀ126430HA,反,0.02,P88/TA12,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,M,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
126947LA,5/126947LA,生機:126947LA,ｷﾊﾞﾀ126947LA,反,0.02,TA53/R47,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,M,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
127178LX,5/127178LX,生機:127178LX,ｷﾊﾞﾀ127178LX,反,0.02,TA91/P9,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,M,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
731012YC,5/731012YC,生機:731012YC,ｷﾊﾞﾀ731012YC,反,0.02,TA70/P30,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,M,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
731012YX,5/731012YX,生機:731012YX,ｷﾊﾞﾀ731012YX,反,0.02,TA70/P30,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,M,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 38312YH,5/038312YH,生機: 38312YH,ｷﾊﾞﾀ 38312YH,反,0.02,P100,50M,137,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,P,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
 39410CX,5/039410CX,生機: 39410CX,ｷﾊﾞﾀ 39410CX,反,0.02,P100,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,P,,,,,M,,100,83,71.4,62.5,55.6,50,50,50,50,,,,,,,,,,
