商品コード,商品名/摘要,単位,入数,ケース,仕入日,伝票番号,取引区分,締切,仕入先コード,仕入先名,税転嫁,担当者コード,担当者名,内訳,入荷,倉庫コード,倉庫名,数量,単価,金額,主プロジェクトコード,副プロジェクトコード,プロジェクト名,課税区分,備考,発注番号
N/D5517,D5517:撚糸賃:19928/ﾗｼｰﾅ(V210)<33T>SD30..,K,0 ,0 ,2015年11月27日,00002950,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,70.35 ,400 ,"28,140 ",,,,課税 8.0%,,
N/F2017,F2017:撚糸賃:19938/ﾃｨﾌｨｺTF<56T>SD50/24..,K,0 ,0 ,2015年11月27日,00002950,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,51.58 ,450 ,"23,211 ",,,,課税 8.0%,,
N/G4024,G4024:撚糸賃:19891/ﾃｨﾌｨｺTW110TSD(Z300)..,K,0 ,0 ,2015年11月27日,00002950,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,186.16 ,140 ,"26,062 ",,,,課税 8.0%,,
N/B9727,B9727:撚糸賃:19707/Z10F<56T>SD50/12(B1..,K,0 ,0 ,2015年11月27日,00002951,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,155.2 ,250 ,"38,800 ",,,,課税 8.0%,,
N/B9737,B9737:撚糸賃:19708/Z10F<56T>SD50/12(B1..,K,0 ,0 ,2015年11月27日,00002951,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4.4 ,250 ,"1,100 ",,,,課税 8.0%,,
N/L3417,L3417:撚糸賃:20108/ﾉｲｴ(WZJD2)<145T>130..,K,0 ,0 ,2015年11月27日,00002951,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,175.44 ,400 ,"70,176 ",,,,課税 8.0%,,
N/169AA,169AA:撚糸賃:19919/CDMCW <195T> 178/ 7..,K,0 ,0 ,2015年11月27日,00002952,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,150.76 ,120 ,"18,091 ",,,,課税 8.0%,,
N/A2831,A2831:撚糸賃:20184/ﾄｰﾚN66.W<78T>SD70/2..,K,0 ,0 ,2015年11月27日,00002953,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,4 ,120 ,480 ,,,,課税 8.0%,,
N/S2842,S2842:撚糸賃:20253他/ﾃ.TF<110T>SD100/4..,K,0 ,0 ,2015年11月27日,00002953,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,236.38 ,150 ,"35,457 ",,,,課税 8.0%,,
N/E3221,E3221:撚糸賃:20122/ﾄｰﾚTF<84T>SD75/36(2..,K,0 ,0 ,2015年11月27日,00002954,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,P,板鼻健太郎P,通常,,HARA,原工場,106.81 ,120 ,"12,817 ",,,,課税 8.0%,,
J/102144BB,102144BB:整経賃:5218,反,0 ,0 ,2015年11月27日,00002955,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,58 ,"1,750 ","101,500 ",,,,課税 8.0%,,
J/135676LB,135676LB:整経賃:5218,反,0 ,0 ,2015年11月27日,00002955,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,40 ,"1,750 ","70,000 ",,,,課税 8.0%,,
J/116089XD,116089XD:整経賃:5228,反,0 ,0 ,2015年11月27日,00002956,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,X,上村　茂X,通常,,HARA,原工場,24 ,"1,260 ","30,240 ",,,,課税 8.0%,,
J/116089XE,116089XE:整経賃:5228,反,0 ,0 ,2015年11月27日,00002956,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,X,上村　茂X,通常,,HARA,原工場,-24 ,"1,260 ","-30,240 ",,,,課税 8.0%,,
O/076410CB,076410CB:製織賃:5022,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/078019BA,078019BA:製織賃:5077,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"4,465 ","8,930 ",,,,課税 8.0%,,
O/097763JE,097763JE:製織賃:5202,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"4,050 ","4,050 ",,,,課税 8.0%,,
O/098413YB,098413YB:製織賃:5056,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"7,000 ","7,000 ",,,,課税 8.0%,,
O/098761VX,098761VX:製織賃:5114,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,555 ","11,110 ",,,,課税 8.0%,,
O/099268YX,099268YX:製織賃:5028,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"4,400 ","17,600 ",,,,課税 8.0%,,
O/099394YX,099394YX:製織賃:5181,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"8,505 ","17,010 ",,,,課税 8.0%,,
O/171017YA,171017YA:製織賃:5137,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"7,815 ","31,260 ",,,,課税 8.0%,,
O/290027YX,290027YX:製織賃:5204,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"2,850 ","17,100 ",,,,課税 8.0%,,
O/290029ZX,290029ZX:製織賃:5152,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,8 ,"2,700 ","21,600 ",,,,課税 8.0%,,
O/290034ZX,290034ZX:製織賃:5096,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"3,500 ","21,000 ",,,,課税 8.0%,,
O/290035UX,290035UX:製織賃:5177,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,000 ","12,000 ",,,,課税 8.0%,,
O/290054YA,290054YA:製織賃:5134,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"3,800 ","7,600 ",,,,課税 8.0%,,
O/290055LX,290055LX:製織賃:5288,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"4,209 ","8,418 ",,,,課税 8.0%,,
O/290066VX,290066VX:製織賃:5141,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"2,250 ","4,500 ",,,,課税 8.0%,,
O/290066YX,290066YX:製織賃:4972,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"2,250 ","6,750 ",,,,課税 8.0%,,
O/290106YX,290106YX:製織賃:5268,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,250 ","13,000 ",,,,課税 8.0%,,
O/290118YX,290118YX:製織賃:5059･5183,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"6,206 ","37,236 ",,,,課税 8.0%,,
O/291010YX,291010YX:製織賃:5283,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,150 ","10,300 ",,,,課税 8.0%,,
O/291013YX,291013YX:製織賃:5037,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"4,650 ","9,300 ",,,,課税 8.0%,,
O/292003YX,292003YX:製織賃:5128,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,250 ","13,000 ",,,,課税 8.0%,,
O/292005YX,292005YX:製織賃:5128,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"3,250 ","6,500 ",,,,課税 8.0%,,
O/292007YX,292007YX:製織賃:5310,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"2,750 ","5,500 ",,,,課税 8.0%,,
O/292009YX,292009YX:製織賃:5315,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"3,750 ","3,750 ",,,,課税 8.0%,,
O/292011YX,292011YX:製織賃:5313,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"3,750 ","7,500 ",,,,課税 8.0%,,
O/295000YX,295000YX:製織賃:5089･5092,反,0 ,0 ,2015年11月27日,00002957,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,8 ,"4,808 ","38,464 ",,,,課税 8.0%,,
O/079664CB,079664CB:製織賃:5048･5061,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,10 ,"4,860 ","48,600 ",,,,課税 8.0%,,
O/097064JD,097064JD:製織賃:5018,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"6,885 ","27,540 ",,,,課税 8.0%,,
O/098284HA,098284HA:製織賃:5143,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,8 ,"4,860 ","38,880 ",,,,課税 8.0%,,
O/098533YB,098533YB:製織賃:5172,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"7,000 ","28,000 ",,,,課税 8.0%,,
O/124743YB,124743YB:製織賃:5079,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/126947HX,126947HX:製織賃:5210,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"5,265 ","21,060 ",,,,課税 8.0%,,
O/127250JA,127250JA:製織賃:5161,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/127413JD,127413JD:製織賃:4938,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/171031ZX,171031ZX:製織賃:4977,反,0 ,0 ,2015年11月27日,00002958,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"10,125 ","40,500 ",,,,課税 8.0%,,
O/099344YX,099344YX:製織賃:5155,反,0 ,0 ,2015年11月27日,00002959,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,2 ,"5,265 ","10,530 ",,,,課税 8.0%,,
O/099345YX,099345YX:製織賃:5156,反,0 ,0 ,2015年11月27日,00002959,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,1 ,"8,505 ","8,505 ",,,,課税 8.0%,,
O/099446LA,099446LA:製織賃:5195,反,0 ,0 ,2015年11月27日,00002959,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/135302LH,135302LH:製織賃:5136,反,0 ,0 ,2015年11月27日,00002960,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,455 ","8,910 ",,,,課税 8.0%,,
O/135426LD,135426LD:製織賃:5169,反,0 ,0 ,2015年11月27日,00002960,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,6 ,"4,050 ","24,300 ",,,,課税 8.0%,,
O/135616LE,135616LE:製織賃:5189,反,0 ,0 ,2015年11月27日,00002960,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/135644LA,135644LA:製織賃:5224,反,0 ,0 ,2015年11月27日,00002960,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,1 ,"4,455 ","4,455 ",,,,課税 8.0%,,
O/135682LX,135682LX:製織賃:5167,反,0 ,0 ,2015年11月27日,00002960,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,1 ,"4,860 ","4,860 ",,,,課税 8.0%,,
O/135688YX,135688YX:製織賃:5162,反,0 ,0 ,2015年11月27日,00002960,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,1.5 ,"4,860 ","7,290 ",,,,課税 8.0%,,
O/039413XD,039413XD:製織賃:5227,反,0 ,0 ,2015年11月27日,00002961,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,P,板鼻健太郎P,通常,,HARA,原工場,1 ,"3,442.5 ","3,442 ",,,,課税 8.0%,,
N/KIKAKUSHI,企画糸:撚糸賃:PPT.W<56T>SD50/24S;TACF<..,K,0 ,0 ,2015年11月27日,00002962,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,X7,葛綿　紘,通常,,HARA,原工場,11.04 ,"2,000 ","22,080 ",,,,課税 8.0%,,
O/SAMPLE-A,綾通賃:135694,本,0 ,0 ,2015年11月27日,00002963,掛仕入,今回,SFN,株式会社ソフィーナ原工場,内税/総額,X3,五十嵐澄夫,通常,,HARA,原工場,"5,280 ",0.99 ,"5,227 ",,,,課税 8.0%,,
O/SAMPLE-A,綾通賃:135692,本,0 ,0 ,2015年11月27日,00002964,掛仕入,今回,SFN,株式会社ソフィーナ原工場,内税/総額,X3,五十嵐澄夫,通常,,HARA,原工場,"4,000 ",0.99 ,"3,960 ",,,,課税 8.0%,,
D/159536YX,159536YX:染色加工賃,M,0 ,0 ,2015年11月26日,00002965,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,242.3 ,163 ,"39,494 ",,,,課税 8.0%,1520550,
D/099344YX,099344YX:染色加工賃,M,0 ,0 ,2015年11月26日,00002966,掛仕入,今回,623,見附染工株式会社,外税/伝票計,K,上村　茂K,通常,,0000,共通倉庫,303.1 ,180 ,"54,558 ",,,,課税 8.0%,1520527,
E/TEST,試験代金90074,件,0 ,0 ,2015年11月27日,00002967,掛仕入,今回,329,スタイレム株式会社83課,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1 ,700 ,700 ,,,,課税 8.0%,,
E/TEST,試験代金90062,件,0 ,0 ,2015年11月27日,00002967,掛仕入,今回,329,スタイレム株式会社83課,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1 ,"3,010 ","3,010 ",,,,課税 8.0%,,
D/SAMPLE,見本:染色加工賃 試織:99525,M,0 ,0 ,2015年11月27日,00002968,掛仕入,今回,430,東北整練株式会社,外税/伝票計,X9,諸橋寿志,通常,,0000,共通倉庫,14.5 ,500 ,"7,250 ",,,,課税 8.0%,15-S364,
D/SAMPLE,見本:染色加工賃 試織:99509,M,0 ,0 ,2015年11月27日,00002968,掛仕入,今回,430,東北整練株式会社,外税/伝票計,X9,諸橋寿志,通常,,0000,共通倉庫,12.1 ,500 ,"6,050 ",,,,課税 8.0%,15-S359,
D/SAMPLE,見本:染色加工賃 試織:99518,M,0 ,0 ,2015年11月27日,00002968,掛仕入,今回,430,東北整練株式会社,外税/伝票計,X9,諸橋寿志,通常,,0000,共通倉庫,7.8 ,500 ,"3,900 ",,,,課税 8.0%,15-S352,
D/SAMPLE,見本:染色加工賃 試織:99519,M,0 ,0 ,2015年11月27日,00002968,掛仕入,今回,430,東北整練株式会社,外税/伝票計,X9,諸橋寿志,通常,,0000,共通倉庫,8 ,500 ,"4,000 ",,,,課税 8.0%,15-S353,
D/SAMPLE,見本:染色加工賃 試織:99520,M,0 ,0 ,2015年11月27日,00002968,掛仕入,今回,430,東北整練株式会社,外税/伝票計,X9,諸橋寿志,通常,,0000,共通倉庫,7.1 ,500 ,"3,550 ",,,,課税 8.0%,15-S354,
D/SAMPLE,見本:染色加工賃 試織:99508,M,0 ,0 ,2015年11月27日,00002968,掛仕入,今回,430,東北整練株式会社,外税/伝票計,X9,諸橋寿志,通常,,0000,共通倉庫,10 ,500 ,"5,000 ",,,,課税 8.0%,15-S342,
D/SAMPLE,見本:染色加工賃 試織:99507,M,0 ,0 ,2015年11月27日,00002968,掛仕入,今回,430,東北整練株式会社,外税/伝票計,X9,諸橋寿志,通常,,0000,共通倉庫,9.4 ,500 ,"4,700 ",,,,課税 8.0%,15-S341,
D/SAMPLE,見本:染色加工賃 試織:171121,M,0 ,0 ,2015年11月27日,00002969,掛仕入,今回,430,東北整練株式会社,外税/伝票計,X7,葛綿　紘,通常,,0000,共通倉庫,9.4 ,500 ,"4,700 ",,,,課税 8.0%,15-S351,
D/098727LX,098727LX:染加工賃,M,0 ,0 ,2015年11月19日,00002971,掛仕入,今回,428,豊島株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,542.3 ,295 ,"159,978 ",,,,課税 8.0%,5Y003776,
D/135682LX,135682LX:染色加工賃,M,0 ,0 ,2015年11月30日,00002972,掛仕入,今回,430,東北整練株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,"1,017.2 ",170 ,"172,924 ",,,,課税 8.0%,№27105317,
D/097821YX,097821YX:染色加工賃,M,0 ,0 ,2015年11月30日,00002973,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,403.1 ,240 ,"96,744 ",,,,課税 8.0%,15E0723-3,
E/UNCHIN,輸出梱包代 97821-YX,M,0 ,0 ,2015年11月30日,00002973,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,403.1 ,20 ,"8,062 ",,,,課税 8.0%,15E0723-3,
D/097821YX,097821YX:染色加工賃,M,0 ,0 ,2015年11月30日,00002974,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,635.3 ,240 ,"152,472 ",,,,課税 8.0%,15E0723-3,
E/UNCHIN,輸出梱包代 97821-YX,M,0 ,0 ,2015年11月30日,00002974,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,635.3 ,20 ,"12,706 ",,,,課税 8.0%,15E0723-3,
E/UNCHIN,輸出梱包代 97821-YX,M,0 ,0 ,2015年11月30日,00002976,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,566.4 ,20 ,"11,328 ",,,,課税 8.0%,"15E0723-2,-3",
E/TAX,消費税差額,件,0 ,0 ,2015年11月06日,00002977,掛仕入,今回,371,蝶理株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,0 ,0 ,9 ,,,,非課税,,
E/TAX,消費税差額,件,0 ,0 ,2015年11月02日,00002978,掛仕入,今回,371,蝶理株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,0 ,0 ,6 ,,,,非課税,,
D/078019BA,078019BA:染色加工賃,M,0 ,0 ,2015年11月30日,00002979,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,292.5 ,220 ,"64,350 ",,,,課税 8.0%,110026-04-1,
D/078019BA,078019BA:染色加工賃,M,0 ,0 ,2015年11月30日,00002980,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,134.4 ,500 ,"67,200 ",,,,課税 8.0%,110028-01-1,
D/098413YB,098413YB:染色加工賃,M,0 ,0 ,2015年11月30日,00002981,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,301.7 ,300 ,"90,510 ",,,,課税 8.0%,110116-01-1,
D/171020YX,171020YX:染加工賃,M,0 ,0 ,2015年11月30日,00002982,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,303.6 ,270 ,"81,972 ",,,,課税 8.0%,110246-01-1,
D/171020YX,171020YX:染加工賃,M,0 ,0 ,2015年11月30日,00002983,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,296.3 ,270 ,"80,001 ",,,,課税 8.0%,110246-02-1,
D/078019BA,078019BA:染色加工賃,M,0 ,0 ,2015年11月30日,00002984,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1.5 ,500 ,750 ,,,,課税 8.0%,27-105323,
D/078019BA,078019BA:染色加工賃,M,0 ,0 ,2015年11月30日,00002985,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1.5 ,500 ,750 ,,,,課税 8.0%,27-105322,
D/078019BA,078019BA:染色加工賃,M,0 ,0 ,2015年11月28日,00002986,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,300.3 ,220 ,"66,066 ",,,,課税 8.0%,110077-03-1,
D/078019BA,078019BA:染色加工賃,M,0 ,0 ,2015年11月28日,00002987,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,292.4 ,220 ,"64,328 ",,,,課税 8.0%,110077-02-1,
N/B7967,B7967:撚糸賃:19380/OHS.2F33TSD30/12ﾏﾙﾀ..,K,0 ,0 ,2015年11月30日,00002988,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,138.41 ,350 ,"48,443 ",,,,課税 8.0%,,
N/B8977,B8977:撚糸賃:19712/ｽﾊﾟﾝﾌｨｯﾄFSD30/12(SB..,K,0 ,0 ,2015年11月30日,00002988,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,146.88 ,290 ,"42,595 ",,,,課税 8.0%,,
N/D3907,D3907:撚糸賃:20171/ﾚﾝﾎﾞｳRF<133T>BR120/..,K,0 ,0 ,2015年11月30日,00002988,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,38.38 ,350 ,"13,433 ",,,,課税 8.0%,,
N/D3917,D3917:撚糸賃:20172/ﾚﾝﾎﾞｳRF<133T>BR120/..,K,0 ,0 ,2015年11月30日,00002988,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,39.14 ,350 ,"13,699 ",,,,課税 8.0%,,
N/F2017,F2017:撚糸賃:20356/ﾃｨﾌｨｺTF<56T>SD50/24..,K,0 ,0 ,2015年11月30日,00002988,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,51.64 ,450 ,"23,238 ",,,,課税 8.0%,,
N/G4024,G4024:撚糸賃:19891/ﾃｨﾌｨｺTW110TSD(Z300)..,K,0 ,0 ,2015年11月30日,00002988,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,138.64 ,140 ,"19,409 ",,,,課税 8.0%,,
N/N1823,N1823:撚糸賃:19945/TAC<135T>DL120/55(4..,K,0 ,0 ,2015年11月30日,00002988,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,52.84 ,200 ,"10,568 ",,,,課税 8.0%,,
N/B2996,B2996:撚糸賃:19964/RF133TSD120/44(ｲｰｸﾞ..,K,0 ,0 ,2015年11月30日,00002989,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,178.64 ,300 ,"53,592 ",,,,課税 8.0%,,
N/D5107,D5107:撚糸賃:19771/Z10F<110T>SD100/24(..,K,0 ,0 ,2015年11月30日,00002989,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,91.02 ,250 ,"22,755 ",,,,課税 8.0%,,
N/D5117,D5117:撚糸賃:19772/Z10F<110T>SD100/24(..,K,0 ,0 ,2015年11月30日,00002989,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,90.98 ,250 ,"22,745 ",,,,課税 8.0%,,
